k = 3237, real = 0.32349651589953676289, imag = -0.94622936130774382146
k = 3238, real = 0.32313361770505233395, imag = -0.94635335108449059049
k = 3239, real = 0.32277067198777070756, imag = -0.94647720168240867533
k = 3240, real = 0.32240767880107001897, imag = -0.94660091308328353499
k = 3241, real = 0.32204463819833462068, imag = -0.94672448526892116760
k = 3242, real = 0.32168155023295663675, imag = -0.94684791822114799942
k = 3243, real = 0.32131841495833490807, imag = -0.94697121192181088478
k = 3244, real = 0.32095523242787521445, imag = -0.94709436635277721717
k = 3245, real = 0.32059200269499033009, imag = -0.94721738149593481815
k = 3246, real = 0.32022872581310002360, imag = -0.94734025733319193741
k = 3247, real = 0.31986540183563061390, imag = -0.94746299384647769681
k = 3248, real = 0.31950203081601574739, imag = -0.94758559101774109124
k = 3249, real = 0.31913861280769589834, imag = -0.94770804882895209875
k = 3250, real = 0.31877514786411847991, imag = -0.94783036726210101452
k = 3251, real = 0.31841163603873795518, imag = -0.94795254629919856182
k = 3252, real = 0.31804807738501505998, imag = -0.94807458592227622507
k = 3253, real = 0.31768447195641802416, imag = -0.94819648611338558375
k = 3254, real = 0.31732081980642179442, imag = -0.94831824685459908952
k = 3255, real = 0.31695712098850814531, imag = -0.94843986812800962216
k = 3256, real = 0.31659337555616584581, imag = -0.94856134991573026749
k = 3257, real = 0.31622958356289049275, imag = -0.94868269219989509455
k = 3258, real = 0.31586574506218406677, imag = -0.94880389496265837845
k = 3259, real = 0.31550186010755604249, imag = -0.94892495818619515546
k = 3260, real = 0.31513792875252244485, imag = -0.94904588185270055689
k = 3261, real = 0.31477395105060607117, imag = -0.94916666594439069726
k = 3262, real = 0.31440992705533682416, imag = -0.94928731044350200818
k = 3263, real = 0.31404585682025082383, imag = -0.94940781533229146039
k = 3264, real = 0.31368174039889157312, imag = -0.94952818059303667475
k = 3265, real = 0.31331757784480906981, imag = -0.94964840620803547822
k = 3266, real = 0.31295336921156019505, imag = -0.94976849215960668094
k = 3267, real = 0.31258911455270865787, imag = -0.94988843843008929912
k = 3268, real = 0.31222481392182505067, imag = -0.95000824500184299914
k = 3269, real = 0.31186046737248612759, imag = -0.95012791185724809750
k = 3270, real = 0.31149607495827597026, imag = -0.95024743897870522780
k = 3271, real = 0.31113163673278526611, imag = -0.95036682634863578478
k = 3272, real = 0.31076715274961147495, imag = -0.95048607394948170235
k = 3273, real = 0.31040262306235888445, imag = -0.95060518176370523147
k = 3274, real = 0.31003804772463799955, imag = -0.95072414977378960632
k = 3275, real = 0.30967342679006648609, imag = -0.95084297796223815613
k = 3276, real = 0.30930876031226878231, imag = -0.95096166631157508231
k = 3277, real = 0.30894404834487571021, imag = -0.95108021480434501438
k = 3278, real = 0.30857929094152503069, imag = -0.95119862342311323200
k = 3279, real = 0.30821448815586122150, imag = -0.95131689215046555397
k = 3280, real = 0.30784964004153497763, imag = -0.95143502096900833820
k = 3281, real = 0.30748474665220415503, imag = -0.95155300986136859276
k = 3282, real = 0.30711980804153310443, imag = -0.95167085881019386484
k = 3283, real = 0.30675482426319278240, imag = -0.95178856779815212974
k = 3284, real = 0.30638979537086108440, imag = -0.95190613680793223494
k = 3285, real = 0.30602472141822190110, imag = -0.95202356582224356707
k = 3286, real = 0.30565960245896622860, imag = -0.95214085482381582981
k = 3287, real = 0.30529443854679172432, imag = -0.95225800379539959906
k = 3288, real = 0.30492922973540242948, imag = -0.95237501271976587880
k = 3289, real = 0.30456397607850904663, imag = -0.95249188157970632318
k = 3290, real = 0.30419867762982927273, imag = -0.95260861035803323649
k = 3291, real = 0.30383333444308646687, imag = -0.95272519903757957316
k = 3292, real = 0.30346794657201137113, imag = -0.95284164760119871573
k = 3293, real = 0.30310251407034105586, imag = -0.95295795603176469690
k = 3294, real = 0.30273703699181914173, imag = -0.95307412431217219950
k = 3295, real = 0.30237151539019613278, imag = -0.95319015242533655652
k = 3296, real = 0.30200594931922819519, imag = -0.95330604035419375109
k = 3297, real = 0.30164033883267887814, imag = -0.95342178808170030546
k = 3298, real = 0.30127468398431800356, imag = -0.95353739559083328103
k = 3299, real = 0.30090898482792188817, imag = -0.95365286286459050036
k = 3300, real = 0.30054324141727339903, imag = -0.95376818988599032512
k = 3301, real = 0.30017745380616212003, imag = -0.95388337663807176714
k = 3302, real = 0.29981162204838346375, imag = -0.95399842310389448841
k = 3303, real = 0.29944574619773994817, imag = -0.95411332926653880104
k = 3304, real = 0.29907982630804047508, imag = -0.95422809510910566733
k = 3305, real = 0.29871386243310038555, imag = -0.95434272061471647763
k = 3306, real = 0.29834785462674157097, imag = -0.95445720576651349454
k = 3307, real = 0.29798180294279191793, imag = -0.95457155054765963076
k = 3308, real = 0.29761570743508630743, imag = -0.95468575494133833814
k = 3309, real = 0.29724956815746589323, imag = -0.95479981893075371868
k = 3310, real = 0.29688338516377826837, imag = -0.95491374249913052452
k = 3311, real = 0.29651715850787740969, imag = -0.95502752562971415795
k = 3312, real = 0.29615088824362395536, imag = -0.95514116830577067141
k = 3313, real = 0.29578457442488437223, imag = -0.95525467051058698953
k = 3314, real = 0.29541821710553206604, imag = -0.95536803222747024300
k = 3315, real = 0.29505181633944671526, imag = -0.95548125343974876778
k = 3316, real = 0.29468537218051432669, imag = -0.95559433413077110586
k = 3317, real = 0.29431888468262756842, imag = -0.95570727428390656044
k = 3318, real = 0.29395235389968477069, imag = -0.95582007388254541791
k = 3319, real = 0.29358577988559131366, imag = -0.95593273291009817072
k = 3320, real = 0.29321916269425868373, imag = -0.95604525134999640557
k = 3321, real = 0.29285250237960480657, imag = -0.95615762918569213724
k = 3322, real = 0.29248579899555382511, imag = -0.95626986640065814171
k = 3323, real = 0.29211905259603654361, imag = -0.95638196297838762305
k = 3324, real = 0.29175226323498937298, imag = -0.95649391890239499059
k = 3325, real = 0.29138543096635571850, imag = -0.95660573415621508175
k = 3326, real = 0.29101855584408509170, imag = -0.95671740872340305106
k = 3327, real = 0.29065163792213322136, imag = -0.95682894258753536931
k = 3328, real = 0.29028467725446233105, imag = -0.95694033573220893540
k = 3329, real = 0.28991767389504086161, imag = -0.95705158814104096532
k = 3330, real = 0.28955062789784313804, imag = -0.95716269979767010234
k = 3331, real = 0.28918353931685025771, imag = -0.95727367068575519582
k = 3332, real = 0.28881640820604947972, imag = -0.95738450078897585627
k = 3333, real = 0.28844923461943416942, imag = -0.95749519009103256639
k = 3334, real = 0.28808201861100429797, imag = -0.95760573857564623701
k = 3335, real = 0.28771476023476527661, imag = -0.95771614622655887317
k = 3336, real = 0.28734745954472956653, imag = -0.95782641302753290802
k = 3337, real = 0.28698011659491556857, imag = -0.95793653896235142486
k = 3338, real = 0.28661273143934778984, imag = -0.95804652401481860124
k = 3339, real = 0.28624530413205712120, imag = -0.95815636816875882076
k = 3340, real = 0.28587783472708072630, imag = -0.95826607140801767226
k = 3341, real = 0.28551032327846137537, imag = -0.95837563371646117272
k = 3342, real = 0.28514276984024872208, imag = -0.95848505507797610026
k = 3343, real = 0.28477517446649830424, imag = -0.95859433547647021623
k = 3344, real = 0.28440753721127182141, imag = -0.95870347489587159906
k = 3345, real = 0.28403985812863735694, imag = -0.95881247332012919937
k = 3346, real = 0.28367213727266854528, imag = -0.95892133073321306203
k = 3347, real = 0.28330437469744579326, imag = -0.95903004711911354896
k = 3348, real = 0.28293657045705539188, imag = -0.95913862246184189431
k = 3349, real = 0.28256872460558973836, imag = -0.95924705674543009337
k = 3350, real = 0.28220083719714750270, imag = -0.95935534995393079161
k = 3351, real = 0.28183290828583346110, imag = -0.95946350207141750666
k = 3352, real = 0.28146493792575805193, imag = -0.95957151308198451733
k = 3353, real = 0.28109692617103831935, imag = -0.95967938296974675261
k = 3354, real = 0.28072887307579719174, imag = -0.95978711171883990261
k = 3355, real = 0.28036077869416381469, imag = -0.95989469931342052966
k = 3356, real = 0.27999264308027338455, imag = -0.96000214573766584625
k = 3357, real = 0.27962446628826670425, imag = -0.96010945097577393703
k = 3358, real = 0.27925624837229123809, imag = -0.96021661501196342581
k = 3359, real = 0.27888798938650027903, imag = -0.96032363783047391959
k = 3360, real = 0.27851968938505305973, imag = -0.96043051941556578655
k = 3361, real = 0.27815134842211508559, imag = -0.96053725975152004501
k = 3362, real = 0.27778296655185780173, imag = -0.96064385882263847449
k = 3363, real = 0.27741454382845820437, imag = -0.96075031661324394872
k = 3364, real = 0.27704608030609995106, imag = -0.96085663310767965850
k = 3365, real = 0.27667757603897241703, imag = -0.96096280829030977788
k = 3366, real = 0.27630903108127102819, imag = -0.96106884214551935308
k = 3367, real = 0.27594044548719731669, imag = -0.96117473465771408048
k = 3368, real = 0.27557181931095825478, imag = -0.96128048581132063966
k = 3369, real = 0.27520315260676736502, imag = -0.96138609559078624933
k = 3370, real = 0.27483444542884394313, imag = -0.96149156398057900041
k = 3371, real = 0.27446569783141322452, imag = -0.96159689096518785600
k = 3372, real = 0.27409690986870632878, imag = -0.96170207652912254037
k = 3373, real = 0.27372808159496064828, imag = -0.96180712065691353896
k = 3374, real = 0.27335921306441879342, imag = -0.96191202333311209838
k = 3375, real = 0.27299030433132998041, imag = -0.96201678454229055948
k = 3376, real = 0.27262135544994897662, imag = -0.96212140426904158019
k = 3377, real = 0.27225236647453665562, imag = -0.96222588249797902371
k = 3378, real = 0.27188333745935988617, imag = -0.96233021921373740337
k = 3379, real = 0.27151426845869081061, imag = -0.96243441440097199369
k = 3380, real = 0.27114515952680806610, imag = -0.96253846804435916340
k = 3381, real = 0.27077601071799600740, imag = -0.96264238012859570937
k = 3382, real = 0.27040682208654481800, imag = -0.96274615063839941165
k = 3383, real = 0.27003759368675051000, imag = -0.96284977955850903353
k = 3384, real = 0.26966832557291520178, imag = -0.96295326687368387741
k = 3385, real = 0.26929901779934622974, imag = -0.96305661256870433995
k = 3386, real = 0.26892967042035731406, imag = -0.96315981662837135691
k = 3387, real = 0.26856028349026789259, imag = -0.96326287903750706931
k = 3388, real = 0.26819085706340317632, imag = -0.96336579978095404631
k = 3389, real = 0.26782139119409431594, imag = -0.96346857884357595125
k = 3390, real = 0.26745188593667773569, imag = -0.96357121621025720870
k = 3391, real = 0.26708234134549635463, imag = -0.96367371186590322640
k = 3392, real = 0.26671275747489842090, imag = -0.96377606579543984022
k = 3393, real = 0.26634313437923817780, imag = -0.96387827798381420230
k = 3394, real = 0.26597347211287553082, imag = -0.96398034841599411493
k = 3395, real = 0.26560377073017643612, imag = -0.96408227707696814157
k = 3396, real = 0.26523403028551190141, imag = -0.96418406395174571788
k = 3397, real = 0.26486425083325931817, imag = -0.96428570902535748477
k = 3398, real = 0.26449443242780162899, imag = -0.96438721228285428921
k = 3399, real = 0.26412457512352749411, imag = -0.96448857370930840549
k = 3400, real = 0.26375467897483151347, imag = -0.96458979328981264700
k = 3401, real = 0.26338474403611339403, imag = -0.96469087100948092139
k = 3402, real = 0.26301477036177905999, imag = -0.96479180685344789747
k = 3403, real = 0.26264475800624009771, imag = -0.96489260080686889420
k = 3404, real = 0.26227470702391358914, imag = -0.96499325285492032478
k = 3405, real = 0.26190461746922255593, imag = -0.96509376298279958561
k = 3406, real = 0.26153448939659562633, imag = -0.96519413117572472327
k = 3407, real = 0.26116432286046659117, imag = -0.96529435741893465650
k = 3408, real = 0.26079411791527556952, imag = -0.96539444169768939830
k = 3409, real = 0.26042387461546800953, imag = -0.96549438399726950077
k = 3410, real = 0.26005359301549513251, imag = -0.96559418430297683233
k = 3411, real = 0.25968327316981393293, imag = -0.96569384260013368948
k = 3412, real = 0.25931291513288634576, imag = -0.96579335887408357397
k = 3413, real = 0.25894251895918057871, imag = -0.96589273311019085977
k = 3414, real = 0.25857208470317039062, imag = -0.96599196529384057097
k = 3415, real = 0.25820161241933486940, imag = -0.96609105541043882592
k = 3416, real = 0.25783110216215893162, imag = -0.96619000344541261516
k = 3417, real = 0.25746055398613321152, imag = -0.96628880938420957936
k = 3418, real = 0.25708996794575322831, imag = -0.96638747321229878651
k = 3419, real = 0.25671934409552071843, imag = -0.96648599491516984372
k = 3420, real = 0.25634868248994291395, imag = -0.96658437447833311928
k = 3421, real = 0.25597798318353237601, imag = -0.96668261188732018674
k = 3422, real = 0.25560724623080754991, imag = -0.96678070712768326977
k = 3423, real = 0.25523647168629182147, imag = -0.96687866018499590837
k = 3424, real = 0.25486565960451462720, imag = -0.96697647104485207059
k = 3425, real = 0.25449481004001078821, imag = -0.96707413969286704081
k = 3426, real = 0.25412392304732062120, imag = -0.96717166611467664250
k = 3427, real = 0.25375299868098993850, imag = -0.96726905029593779339
k = 3428, real = 0.25338203699557027004, imag = -0.96736629222232850545
k = 3429, real = 0.25301103804561797528, imag = -0.96746339187954744077
k = 3430, real = 0.25264000188569557537, imag = -0.96756034925331435570
k = 3431, real = 0.25226892857037080953, imag = -0.96765716432936987879
k = 3432, real = 0.25189781815421691258, imag = -0.96775383709347551076
k = 3433, real = 0.25152667069181278148, imag = -0.96785036753141362453
k = 3434, real = 0.25115548623774203163, imag = -0.96794675562898779830
k = 3435, real = 0.25078426484659455120, imag = -0.96804300137202226040
k = 3436, real = 0.25041300657296527987, imag = -0.96813910474636244441
k = 3437, real = 0.25004171147145465293, imag = -0.96823506573787432306
k = 3438, real = 0.24967037959666851799, imag = -0.96833088433244529636
k = 3439, real = 0.24929901100321830154, imag = -0.96842656051598319245
k = 3440, real = 0.24892760574572025956, imag = -0.96852209427441726675
k = 3441, real = 0.24855616387879661544, imag = -0.96861748559369753586
k = 3442, real = 0.24818468545707478290, imag = -0.96871273445979477756
k = 3443, real = 0.24781317053518761573, imag = -0.96880784085870097488
k = 3444, real = 0.24744161916777343557, imag = -0.96890280477642887202
k = 3445, real = 0.24707003140947536579, imag = -0.96899762619901230742
k = 3446, real = 0.24669840731494249719, imag = -0.96909230511250610274
k = 3447, real = 0.24632674693882905537, imag = -0.96918684150298595181
k = 3448, real = 0.24595505033579459497, imag = -0.96928123535654853171
k = 3449, real = 0.24558331756050399974, imag = -0.96937548665931128067
k = 3450, real = 0.24521154866762767677, imag = -0.96946959539741295320
k = 3451, real = 0.24483974371184075158, imag = -0.96956356155701317601
k = 3452, real = 0.24446790274782420616, imag = -0.96965738512429244800
k = 3453, real = 0.24409602583026421274, imag = -0.96975106608545214026
k = 3454, real = 0.24372411301385213389, imag = -0.96984460442671482916
k = 3455, real = 0.24335216435328488327, imag = -0.96993800013432396323
k = 3456, real = 0.24298017990326398197, imag = -0.97003125319454397424
k = 3457, real = 0.24260815971849689077, imag = -0.97012436359366027716
k = 3458, real = 0.24223610385369603870, imag = -0.97021733131797915917
k = 3459, real = 0.24186401236357921163, imag = -0.97031015635382811269
k = 3460, real = 0.24149188530286930243, imag = -0.97040283868755550234
k = 3461, real = 0.24111972272629472736, imag = -0.97049537830553045392
k = 3462, real = 0.24074752468858851007, imag = -0.97058777519414363155
k = 3463, real = 0.24037529124448950291, imag = -0.97068002933980612745
k = 3464, real = 0.24000302244874149871, imag = -0.97077214072895035013
k = 3465, real = 0.23963071835609356386, imag = -0.97086410934802946926
k = 3466, real = 0.23925837902130012158, imag = -0.97095593518351797080
k = 3467, real = 0.23888600449912017476, imag = -0.97104761822191110188
k = 3468, real = 0.23851359484431849944, imag = -0.97113915844972509284
k = 3469, real = 0.23814115011166486768, imag = -0.97123055585349737928
k = 3470, real = 0.23776867035593421407, imag = -0.97132181041978615799
k = 3471, real = 0.23739615563190655245, imag = -0.97141292213517094201
k = 3472, real = 0.23702360599436733679, imag = -0.97150389098625178352
k = 3473, real = 0.23665102149810646193, imag = -0.97159471695965016202
k = 3474, real = 0.23627840219791962362, imag = -0.97168540004200854021
k = 3475, real = 0.23590574814860737485, imag = -0.97177594021999014196
k = 3476, real = 0.23553305940497545889, imag = -0.97186633748027939639
k = 3477, real = 0.23516033602183486484, imag = -0.97195659180958160483
k = 3478, real = 0.23478757805400107816, imag = -0.97204670319462349592
k = 3479, real = 0.23441478555629524649, imag = -0.97213667162215211537
k = 3480, real = 0.23404195858354345794, imag = -0.97222649707893626925
k = 3481, real = 0.23366909719057682437, imag = -0.97231617955176530277
k = 3482, real = 0.23329620143223156470, imag = -0.97240571902744976640
k = 3483, real = 0.23292327136334911586, imag = -0.97249511549282119383
k = 3484, real = 0.23255030703877532794, imag = -0.97258436893473221296
k = 3485, real = 0.23217730851336176867, imag = -0.97267347934005643495
k = 3486, real = 0.23180427584196477975, imag = -0.97276244669568856516
k = 3487, real = 0.23143120907944572662, imag = -0.97285127098854418115
k = 3488, real = 0.23105810828067127605, imag = -0.97293995220556006576
k = 3489, real = 0.23068497350051231365, imag = -0.97302849033369409604
k = 3490, real = 0.23031180479384552595, imag = -0.97311688535992513227
k = 3491, real = 0.22993860221555226242, imag = -0.97320513727125279591
k = 3492, real = 0.22956536582051886852, imag = -0.97329324605469824672
k = 3493, real = 0.22919209566363674124, imag = -0.97338121169730329463
k = 3494, real = 0.22881879179980235683, imag = -0.97346903418613106584
k = 3495, real = 0.22844545428391654918, imag = -0.97355671350826555877
k = 3496, real = 0.22807208317088578653, imag = -0.97364424965081186603
k = 3497, real = 0.22769867851562117234, imag = -0.97373164260089639654
k = 3498, real = 0.22732524037303883380, imag = -0.97381889234566609836
k = 3499, real = 0.22695176879805997738, imag = -0.97390599887228945786
k = 3500, real = 0.22657826384561011168, imag = -0.97399296216795583359
k = 3501, real = 0.22620472557062026864, imag = -0.97407978221987567835
k = 3502, real = 0.22583115402802619864, imag = -0.97416645901528031715
k = 3503, real = 0.22545754927276853707, imag = -0.97425299254142250227
k = 3504, real = 0.22508391135979277653, imag = -0.97433938278557585821
k = 3505, real = 0.22471024034404957215, imag = -0.97442562973503499268
k = 3506, real = 0.22433653628049368689, imag = -0.97451173337711571865
k = 3507, real = 0.22396279922408551810, imag = -0.97459769369915505433
k = 3508, real = 0.22358902922979001504, imag = -0.97468351068851066810
k = 3509, real = 0.22321522635257695644, imag = -0.97476918433256176666
k = 3510, real = 0.22284139064742128356, imag = -0.97485471461870842891
k = 3511, real = 0.22246752216930198998, imag = -0.97494010153437171695
k = 3512, real = 0.22209362097320359264, imag = -0.97502534506699412020
k = 3513, real = 0.22171968711411524366, imag = -0.97511044520403888924
k = 3514, real = 0.22134572064703081362, imag = -0.97519540193299036890
k = 3515, real = 0.22097172162694905806, imag = -0.97528021524135422027
k = 3516, real = 0.22059769010887364526, imag = -0.97536488511665686563
k = 3517, real = 0.22022362614781246237, imag = -0.97544941154644637660
k = 3518, real = 0.21984952979877875334, imag = -0.97553379451829136393
k = 3519, real = 0.21947540111679034180, imag = -0.97561803401978175465
k = 3520, real = 0.21910124015686976984, imag = -0.97570213003852857003
k = 3521, real = 0.21872704697404460328, imag = -0.97578608256216392558
k = 3522, real = 0.21835282162334643252, imag = -0.97586989157834103104
k = 3523, real = 0.21797856415981228806, imag = -0.97595355707473430140
k = 3524, real = 0.21760427463848366902, imag = -0.97603707903903902388
k = 3525, real = 0.21722995311440679300, imag = -0.97612045745897191296
k = 3526, real = 0.21685559964263256827, imag = -0.97620369232227055534
k = 3527, real = 0.21648121427821689911, imag = -0.97628678361669363195
k = 3528, real = 0.21610679707621960333, imag = -0.97636973133002114000
k = 3529, real = 0.21573234809170593884, imag = -0.97645253545005405993
k = 3530, real = 0.21535786737974554894, imag = -0.97653519596461446639
k = 3531, real = 0.21498335499541282312, imag = -0.97661771286154563931
k = 3532, real = 0.21460881099378692483, imag = -0.97670008612871184184
k = 3533, real = 0.21423423542995109758, imag = -0.97678231575399865338
k = 3534, real = 0.21385962835899383072, imag = -0.97686440172531263659
k = 3535, real = 0.21348498983600808221, imag = -0.97694634403058155936
k = 3536, real = 0.21311031991609136194, imag = -0.97702814265775439484
k = 3537, real = 0.21273561865434587048, imag = -0.97710979759480087736
k = 3538, real = 0.21236088610587858239, imag = -0.97719130882971227958
k = 3539, real = 0.21198612232580041348, imag = -0.97727267635050085737
k = 3540, real = 0.21161132736922760866, imag = -0.97735390014519996082
k = 3541, real = 0.21123650129128071495, imag = -0.97743498020186425634
k = 3542, real = 0.21086164414708483128, imag = -0.97751591650856928251
k = 3543, real = 0.21048675599176988604, imag = -0.97759670905341178315
k = 3544, real = 0.21011183688046972118, imag = -0.97767735782450992943
k = 3545, real = 0.20973688686832336892, imag = -0.97775786281000276468
k = 3546, real = 0.20936190601047419135, imag = -0.97783822399805042647
k = 3547, real = 0.20898689436207007475, imag = -0.97791844137683436866
k = 3548, real = 0.20861185197826345727, imag = -0.97799851493455713936
k = 3549, real = 0.20823677891421146779, imag = -0.97807844465944238088
k = 3550, real = 0.20786167522507514871, imag = -0.97815823053973505186
k = 3551, real = 0.20748654096602070496, imag = -0.97823787256370109411
k = 3552, real = 0.20711137619221856032, imag = -0.97831737071962765473
k = 3553, real = 0.20673618095884366275, imag = -0.97839672499582308607
k = 3554, real = 0.20636095532107567863, imag = -0.97847593538061683471
k = 3555, real = 0.20598569933409804911, imag = -0.97855500186235955251
k = 3556, real = 0.20561041305309932237, imag = -0.97863392442942309657
k = 3557, real = 0.20523509653327237645, imag = -0.97871270307020041823
k = 3558, real = 0.20485974982981441928, imag = -0.97879133777310567410
k = 3559, real = 0.20448437299792718291, imag = -0.97886982852657411502
k = 3560, real = 0.20410896609281700687, imag = -0.97894817531906219710
k = 3561, real = 0.20373352916969400539, imag = -0.97902637813904758168
k = 3562, real = 0.20335806228377337201, imag = -0.97910443697502924643
k = 3563, real = 0.20298256549027446360, imag = -0.97918235181552693014
k = 3564, real = 0.20260703884442110567, imag = -0.97926012264908202098
k = 3565, real = 0.20223148240144162013, imag = -0.97933774946425677932
k = 3566, real = 0.20185589621656815917, imag = -0.97941523224963478178
k = 3567, real = 0.20148028034503781547, imag = -0.97949257099382069924
k = 3568, real = 0.20110463484209195606, imag = -0.97956976568544051887
k = 3569, real = 0.20072895976297613907, imag = -0.97964681631314121102
k = 3570, real = 0.20035325516294041903, imag = -0.97972372286559117338
k = 3571, real = 0.19997752109723929137, imag = -0.97980048533147967582
k = 3572, real = 0.19960175762113105402, imag = -0.97987710369951763756
k = 3573, real = 0.19922596478987888990, imag = -0.97995357795843673898
k = 3574, real = 0.19885014265875011752, imag = -0.98002990809698997676
k = 3575, real = 0.19847429128301635748, imag = -0.98010609410395177488
k = 3576, real = 0.19809841071795372680, imag = -0.98018213596811731847
k = 3577, real = 0.19772250101884203399, imag = -0.98025803367830355306
k = 3578, real = 0.19734656224096600030, imag = -0.98033378722334796329
k = 3579, real = 0.19697059443961437153, imag = -0.98040939659210990520
k = 3580, real = 0.19659459767008022335, imag = -0.98048486177346938497
k = 3581, real = 0.19621857198766085029, imag = -0.98056018275632794712
k = 3582, real = 0.19584251744765798775, imag = -0.98063535952960811937
k = 3583, real = 0.19546643410537709040, imag = -0.98071039208225396777
k = 3584, real = 0.19509032201612833135, imag = -0.98078528040323043058
k = 3585, real = 0.19471418123522599153, imag = -0.98086002448152387334
k = 3586, real = 0.19433801181798859847, imag = -0.98093462430614164482
k = 3587, real = 0.19396181381973900959, imag = -0.98100907986611263212
k = 3588, real = 0.19358558729580374602, imag = -0.98108339115048659451
k = 3589, real = 0.19320933230151407511, imag = -0.98115755814833482962
k = 3590, real = 0.19283304889220528877, imag = -0.98123158084874972928
k = 3591, real = 0.19245673712321684223, imag = -0.98130545924084466858
k = 3592, real = 0.19208039704989238183, imag = -0.98137919331375456089
k = 3593, real = 0.19170402872757993928, imag = -0.98145278305663552487
k = 3594, real = 0.19132763221163098799, imag = -0.98152622845866466239
k = 3595, real = 0.19095120755740185858, imag = -0.98159952950904072466
k = 3596, real = 0.19057475482025279523, imag = -0.98167268619698311305
k = 3597, real = 0.19019827405554812216, imag = -0.98174569851173298929
k = 3598, real = 0.18982176531865657676, imag = -0.98181856644255249833
k = 3599, real = 0.18944522866495033808, imag = -0.98189128997872499038
k = 3600, real = 0.18906866414980627589, imag = -0.98196386910955524296
k = 3601, real = 0.18869207182860525673, imag = -0.98203630382436901680
k = 3602, real = 0.18831545175673211623, imag = -0.98210859411251361095
k = 3603, real = 0.18793880398957585331, imag = -0.98218073996335719666
k = 3604, real = 0.18756212858252974129, imag = -0.98225274136628937249
k = 3605, real = 0.18718542559099043965, imag = -0.98232459831072116430
k = 3606, real = 0.18680869507035932631, imag = -0.98239631078608469217
k = 3607, real = 0.18643193707604163722, imag = -0.98246787878183317044
k = 3608, real = 0.18605515166344663291, imag = -0.98253930228744124076
k = 3609, real = 0.18567833888798779274, imag = -0.98261058129240475001
k = 3610, real = 0.18530149880508200999, imag = -0.98268171578624086138
k = 3611, real = 0.18492463147015086866, imag = -0.98275270575848783228
k = 3612, real = 0.18454773693861964423, imag = -0.98282355119870523641
k = 3613, real = 0.18417081526591772001, imag = -0.98289425209647407478
k = 3614, real = 0.18379386650747839282, imag = -0.98296480844139644262
k = 3615, real = 0.18341689071873923389, imag = -0.98303522022309564043
k = 3616, real = 0.18303988795514106180, imag = -0.98310548743121628501
k = 3617, real = 0.18266285827212935811, imag = -0.98317561005542442043
k = 3618, real = 0.18228580172515332358, imag = -0.98324558808540707400
k = 3619, real = 0.18190871836966615582, imag = -0.98331542151087281134
k = 3620, real = 0.18153160826112513249, imag = -0.98338511032155118130
k = 3621, real = 0.18115447145499091741, imag = -0.98345465450719327105
k = 3622, real = 0.18077730800672867084, imag = -0.98352405405757126200
k = 3623, real = 0.18040011797180727227, imag = -0.98359330896247865184
k = 3624, real = 0.18002290140569951471, imag = -0.98366241921173025453
k = 3625, real = 0.17964565836388210474, imag = -0.98373138479516208932
k = 3626, real = 0.17926838890183588449, imag = -0.98380020570263149171
k = 3627, real = 0.17889109307504483248, imag = -0.98386888192401722453
k = 3628, real = 0.17851377093899759019, imag = -0.98393741344921892278
k = 3629, real = 0.17813642254918632402, imag = -0.98400580026815787082
k = 3630, real = 0.17775904796110714168, imag = -0.98407404237077644726
k = 3631, real = 0.17738164723026020320, imag = -0.98414213974703856902
k = 3632, real = 0.17700422041214886049, imag = -0.98421009238692902521
k = 3633, real = 0.17662676756228096187, imag = -0.98427790028045436532
k = 3634, real = 0.17624928873616793612, imag = -0.98434556341764190002
k = 3635, real = 0.17587178398932504231, imag = -0.98441308178854070032
k = 3636, real = 0.17549425337727139751, imag = -0.98448045538322093151
k = 3637, real = 0.17511669695553006010, imag = -0.98454768419177396410
k = 3638, real = 0.17473911477962730809, imag = -0.98461476820431259593
k = 3639, real = 0.17436150690509383265, imag = -0.98468170741097094112
k = 3640, real = 0.17398387338746384989, imag = -0.98474850180190420801
k = 3641, real = 0.17360621428227540619, imag = -0.98481515136728914328
k = 3642, real = 0.17322852964507048923, imag = -0.98488165609732369887
k = 3643, real = 0.17285081953139419531, imag = -0.98494801598222703198
k = 3644, real = 0.17247308399679603386, imag = -0.98501423101223983814
k = 3645, real = 0.17209532309682903928, imag = -0.98508030117762379607
k = 3646, real = 0.17171753688704996521, imag = -0.98514622646866223388
k = 3647, real = 0.17133972542301925679, imag = -0.98521200687565946286
k = 3648, real = 0.17096188876030135595, imag = -0.98527764238894122162
k = 3649, real = 0.17058402695446370223, imag = -0.98534313299885478710
k = 3650, real = 0.17020614006107812055, imag = -0.98540847869576841944
k = 3651, real = 0.16982822813571987752, imag = -0.98547367947007180611
k = 3652, real = 0.16945029123396793125, imag = -0.98553873531217606185
k = 3653, real = 0.16907232941140518112, imag = -0.98560364621251339567
k = 3654, real = 0.16869434272361744087, imag = -0.98566841216153755489
k = 3655, real = 0.16831633122619490961, imag = -0.98573303314972349209
k = 3656, real = 0.16793829497473122814, imag = -0.98579750916756736512
k = 3657, real = 0.16756023402482358997, imag = -0.98586184020558698116
k = 3658, real = 0.16718214843207288012, imag = -0.98592602625432113062
k = 3659, real = 0.16680403825208386936, imag = -0.98599006730433003121
k = 3660, real = 0.16642590354046421508, imag = -0.98605396334619543897
